Source,CH1
Second,Volt
-0.38031996875,0.28400,
-0.38024000000,0.42400,
-0.38016000000,0.42400,
-0.38008000000,0.30000,
-0.38000000000,0.32000,
-0.37991996875,0.42400,
-0.37984000000,0.40000,
-0.37976000000,0.29200,
-0.37967996875,0.26000,
-0.37960000000,0.28400,
-0.37952000000,0.30000,
-0.37943996875,0.29600,
-0.37936000000,0.29200,
-0.37928000000,0.28000,
-0.37919996875,0.30400,
-0.37912000000,0.47200,
-0.37904000000,0.39200,
-0.37895996875,0.37600,
-0.37888000000,0.44400,
-0.37880000000,0.35200,
-0.37872000000,0.44800,
-0.37864000000,0.38000,
-0.37855996875,0.29200,
-0.37848000000,0.27200,
-0.37840000000,0.28800,
-0.37831996875,0.31600,
-0.37824000000,0.43600,
-0.37816000000,0.42800,
-0.37807996875,0.30400,
-0.37800000000,0.25600,
-0.37792000000,0.47200,
-0.37783996875,0.40400,
-0.37776000000,0.27600,
-0.37768000000,0.27200,
-0.37760000000,0.28800,
-0.37752000000,0.28400,
-0.37743996875,0.28800,
-0.37736000000,0.20800,
-0.37728000000,0.10400,
-0.37719996875,0.08400,
-0.37712000000,0.07600,
-0.37704000000,0.09200,
-0.37695996875,0.09200,
-0.37688000000,0.08800,
-0.37680000000,0.09600,
-0.37671996875,0.08800,
-0.37664000000,0.09600,
-0.37656000000,0.10000,
-0.37647996875,0.08800,
-0.37640000000,0.10400,
-0.37632000000,0.09200,
-0.37624000000,0.08800,
-0.37616000000,0.10400,
-0.37607996875,0.10000,
-0.37600000000,0.10400,
-0.37592000000,0.08800,
-0.37583996875,0.09200,
-0.37576000000,0.10800,
-0.37568000000,0.10400,
-0.37559996875,0.09200,
-0.37552000000,0.08000,
-0.37544000000,0.09600,
-0.37535996875,0.10800,
-0.37528000000,0.09200,
-0.37520000000,0.10000,
-0.37511996875,0.08800,
-0.37504000000,0.10800,
-0.37496000000,0.09600,
-0.37488000000,0.09200,
-0.37480000000,0.10400,
-0.37471996875,0.09200,
-0.37464000000,0.09200,
-0.37456000000,0.09200,
-0.37447996875,0.09600,
-0.37440000000,0.07600,
-0.37432000000,0.10400,
-0.37423996875,0.10800,
-0.37416000000,0.09600,
-0.37408000000,0.10400,
-0.37399996875,0.09600,
-0.37392000000,0.07200,
-0.37384000000,0.09600,
-0.37376000000,0.10400,
-0.37368000000,0.10400,
-0.37359996875,0.09600,
-0.37352000000,0.09200,
-0.37344000000,0.09600,
-0.37335996875,0.09200,
-0.37328000000,0.08800,
-0.37320000000,0.10400,
-0.37311996875,0.09200,
-0.37304000000,0.09200,
-0.37296000000,0.10400,
-0.37287996875,0.09200,
-0.37280000000,0.11200,
-0.37272000000,0.10400,
-0.37263996875,0.08800,
-0.37256000000,0.08800,
-0.37248000000,0.09200,
-0.37240000000,0.09200,
-0.37232000000,0.09600,
-0.37223996875,0.09600,
-0.37216000000,0.09600,
-0.37208000000,0.10400,
-0.37199996875,0.09600,
-0.37192000000,0.09600,
-0.37184000000,0.09200,
-0.37175996875,0.09600,
-0.37168000000,0.09600,
-0.37160000000,0.09600,
-0.37151996875,0.07200,
-0.37144000000,0.09600,
-0.37136000000,0.25600,
-0.37128000000,0.47200,
-0.37120000000,0.35600,
-0.37111996875,0.26800,
-0.37104000000,0.28400,
-0.37096000000,0.28000,
-0.37087996875,0.33600,
-0.37080000000,0.50000,
-0.37072000000,0.53200,
-0.37063996875,0.39200,
-0.37056000000,0.37200,
-0.37048000000,0.43600,
-0.37039996875,0.34400,
-0.37032000000,0.27600,
-0.37024000000,0.40400,
-0.37015996875,0.52000,
-0.37008000000,0.52000,
-0.37000000000,0.50000,
-0.36992000000,0.34400,
-0.36984000000,0.28000,
-0.36975996875,0.38400,
-0.36968000000,0.50000,
-0.36960000000,0.51200,
-0.36951996875,0.51200,
-0.36944000000,0.37600,
-0.36936000000,0.38400,
-0.36927996875,0.43600,
-0.36920000000,0.34400,
-0.36912000000,0.28800,
-0.36903996875,0.29200,
-0.36896000000,0.30000,
-0.36888000000,0.35200,
-0.36880000000,0.48400,
-0.36872000000,0.51600,
-0.36864000000,0.40000,
-0.36856000000,0.38000,
-0.36848000000,0.44400,
-0.36839996875,0.33600,
-0.36832000000,0.29600,
-0.36824000000,0.41600,
-0.36815996875,0.51600,
-0.36808000000,0.50000,
-0.36800000000,0.49200,
-0.36791996875,0.34000,
-0.36784000000,0.29200,
-0.36776000000,0.38400,
-0.36767996875,0.47600,
-0.36760000000,0.52800,
-0.36752000000,0.51600,
-0.36744000000,0.37200,
-0.36736000000,0.37200,
-0.36727996875,0.43600,
-0.36720000000,0.32400,
-0.36712000000,0.29200,
-0.36703996875,0.29200,
-0.36696000000,0.30400,
-0.36688000000,0.35600,
-0.36679996875,0.46000,
-0.36672000000,0.51600,
-0.36664000000,0.39200,
-0.36655996875,0.36800,
-0.36648000000,0.43200,
-0.36640000000,0.36000,
-0.36631996875,0.30400,
-0.36624000000,0.41600,
-0.36616000000,0.50000,
-0.36608000000,0.50000,
-0.36600000000,0.48000,
-0.36591996875,0.34000,
-0.36584000000,0.29200,
-0.36576000000,0.37200,
-0.36567996875,0.48400,
-0.36560000000,0.51200,
-0.36552000000,0.50800,
-0.36543996875,0.38800,
-0.36536000000,0.20800,
-0.36528000000,0.07200,
-0.36519996875,0.07200,
-0.36512000000,0.09600,
-0.36504000000,0.10400,
-0.36496000000,0.09200,
-0.36488000000,0.09600,
-0.36479996875,0.10400,
-0.36472000000,0.09600,
-0.36464000000,0.08400,
-0.36455996875,0.10400,
-0.36448000000,0.09600,
-0.36440000000,0.09600,
-0.36431996875,0.09600,
-0.36424000000,0.10400,
-0.36416000000,0.10400,
-0.36407996875,0.09200,
-0.36400000000,0.09200,
-0.36392000000,0.10400,
-0.36383996875,0.09200,
-0.36376000000,0.10400,
-0.36368000000,0.08800,
-0.36360000000,0.09600,
-0.36352000000,0.10800,
-0.36343996875,0.09600,
-0.36336000000,0.08800,
-0.36328000000,0.08000,
-0.36319996875,0.09600,
-0.36312000000,0.10400,
-0.36304000000,0.09600,
-0.36295996875,0.07600,
-0.36288000000,0.10800,
-0.36280000000,0.09200,
-0.36271996875,0.08800,
-0.36264000000,0.08400,
-0.36256000000,0.09600,
-0.36248000000,0.09600,
-0.36240000000,0.08800,
-0.36231996875,0.09600,
-0.36224000000,0.10400,
-0.36216000000,0.07600,
-0.36207996875,0.09200,
-0.36200000000,0.09200,
-0.36192000000,0.08800,
-0.36183996875,0.08800,
-0.36176000000,0.08800,
-0.36168000000,0.09200,
-0.36159996875,0.10800,
-0.36152000000,0.08800,
-0.36144000000,0.08400,
-0.36135996875,0.10400,
-0.36128000000,0.08400,
-0.36120000000,0.09200,
-0.36112000000,0.09200,
-0.36104000000,0.08800,
-0.36095996875,0.09600,
-0.36088000000,0.09200,
-0.36080000000,0.10400,
-0.36071996875,0.09200,
-0.36064000000,0.08800,
-0.36056000000,0.08400,
-0.36047996875,0.08800,
-0.36040000000,0.09200,
-0.36032000000,0.08800,
-0.36023996875,0.09600,
-0.36016000000,0.08000,
-0.36008000000,0.09200,
-0.36000000000,0.09600,
-0.35992000000,0.08800,
-0.35984000000,0.09200,
-0.35976000000,0.08800,
-0.35968000000,0.09200,
-0.35959996875,0.09200,
-0.35952000000,0.10000,
-0.35944000000,0.10000,
-0.35935996875,0.16800,
-0.35928000000,0.33600,
-0.35920000000,0.51600,
-0.35911996875,0.53600,
-0.35904000000,0.50800,
-0.35896000000,0.48000,
-0.35887996875,0.45600,
-0.35880000000,0.30000,
-0.35872000000,0.26800,
-0.35864000000,0.41600,
-0.35856000000,0.52000,
-0.35847996875,0.52800,
-0.35840000000,0.50400,
-0.35832000000,0.51600,
-0.35823996875,0.50400,
-0.35816000000,0.50800,
-0.35808000000,0.50800,
-0.35799996875,0.49200,
-0.35792000000,0.34000,
-0.35784000000,0.39200,
-0.35775996875,0.50800,
-0.35768000000,0.52400,
-0.35760000000,0.50000,
-0.35751996875,0.34400,
-0.35744000000,0.40800,
-0.35736000000,0.42400,
-0.35728000000,0.36000,
-0.35720000000,0.46800,
-0.35711996875,0.51600,
-0.35704000000,0.52400,
-0.35696000000,0.50000,
-0.35687996875,0.46800,
-0.35680000000,0.32000,
-0.35672000000,0.26800,
-0.35663996875,0.40000,
-0.35656000000,0.51600,
-0.35648000000,0.52400,
-0.35639996875,0.51600,
-0.35632000000,0.50000,
-0.35624000000,0.50400,
-0.35616000000,0.49600,
-0.35608000000,0.51600,
-0.35599996875,0.51200,
-0.35592000000,0.35200,
-0.35584000000,0.40000,
-0.35575996875,0.50400,
-0.35568000000,0.50800,
-0.35560000000,0.51600,
-0.35551996875,0.34800,
-0.35544000000,0.39600,
-0.35536000000,0.41600,
-0.35527996875,0.36800,
-0.35520000000,0.45600,
-0.35512000000,0.52000,
-0.35503996875,0.50000,
-0.35496000000,0.50000,
-0.35488000000,0.46800,
-0.35480000000,0.31200,
-0.35472000000,0.28400,
-0.35463996875,0.42400,
-0.35456000000,0.49200,
-0.35448000000,0.52000,
-0.35439996875,0.50000,
-0.35432000000,0.48800,
-0.35424000000,0.50400,
-0.35415996875,0.49200,
-0.35408000000,0.49200,
-0.35400000000,0.49600,
-0.35391996875,0.34400,
-0.35384000000,0.40000,
-0.35376000000,0.50000,
-0.35368000000,0.51600,
-0.35360000000,0.50000,
-0.35352000000,0.35200,
-0.35344000000,0.42000,
-0.35336000000,0.34000,
-0.35327996875,0.10800,
-0.35320000000,0.05200,
-0.35312000000,0.08400,
-0.35303996875,0.10000,
-0.35296000000,0.10400,
-0.35288000000,0.08800,
-0.35279996875,0.10400,
-0.35272000000,0.09600,
-0.35264000000,0.08800,
-0.35255996875,0.09200,
-0.35248000000,0.10000,
-0.35240000000,0.09600,
-0.35232000000,0.09600,
-0.35224000000,0.08800,
-0.35215996875,0.10800,
-0.35208000000,0.10800,
-0.35200000000,0.09200,
-0.35191996875,0.09600,
-0.35184000000,0.10000,
-0.35176000000,0.09200,
-0.35167996875,0.10000,
-0.35160000000,0.09200,
-0.35152000000,0.07200,
-0.35143996875,0.10000,
-0.35136000000,0.08400,
-0.35128000000,0.09200,
-0.35120000000,0.09600,
-0.35112000000,0.10800,
-0.35104000000,0.08800,
-0.35096000000,0.08800,
-0.35088000000,0.10000,
-0.35079996875,0.10400,
-0.35072000000,0.08800,
-0.35064000000,0.09200,
-0.35055996875,0.10400,
-0.35048000000,0.09600,
-0.35040000000,0.10400,
-0.35031996875,0.09600,
-0.35024000000,0.10400,
-0.35016000000,0.10800,
-0.35007996875,0.08800,
-0.35000000000,0.09600,
-0.34992000000,0.10400,
-0.34984000000,0.08800,
-0.34976000000,0.08800,
-0.34967996875,0.09200,
-0.34960000000,0.07600,
-0.34952000000,0.09600,
-0.34943996875,0.07200,
-0.34936000000,0.10400,
-0.34928000000,0.08800,
-0.34919996875,0.08800,
-0.34912000000,0.09200,
-0.34904000000,0.09200,
-0.34895996875,0.09200,
-0.34888000000,0.08800,
-0.34880000000,0.07200,
-0.34871996875,0.10400,
-0.34864000000,0.07200,
-0.34856000000,0.09600,
-0.34848000000,0.09200,
-0.34840000000,0.08800,
-0.34831996875,0.10400,
-0.34824000000,0.09200,
-0.34816000000,0.09200,
-0.34807996875,0.08800,
-0.34800000000,0.08800,
-0.34792000000,0.09600,
-0.34783996875,0.09200,
-0.34776000000,0.10800,
-0.34768000000,0.09200,
-0.34759996875,0.08800,
-0.34752000000,0.08800,
-0.34744000000,0.09200,
-0.34736000000,0.26000,
-0.34728000000,0.50000,
-0.34719996875,0.53200,
-0.34712000000,0.51600,
-0.34704000000,0.50400,
-0.34695996875,0.48800,
-0.34688000000,0.49200,
-0.34680000000,0.50400,
-0.34671996875,0.50000,
-0.34664000000,0.50000,
-0.34656000000,0.48400,
-0.34647996875,0.50000,
-0.34640000000,0.50000,
-0.34632000000,0.49600,
-0.34623996875,0.48800,
-0.34616000000,0.50000,
-0.34608000000,0.49200,
-0.34600000000,0.50000,
-0.34592000000,0.50000,
-0.34583996875,0.48800,
-0.34576000000,0.49600,
-0.34568000000,0.50400,
-0.34559996875,0.50800,
-0.34552000000,0.49200,
-0.34544000000,0.49600,
-0.34535996875,0.50800,
-0.34528000000,0.51600,
-0.34520000000,0.50800,
-0.34511996875,0.50800,
-0.34504000000,0.50800,
-0.34496000000,0.50400,
-0.34488000000,0.51600,
-0.34480000000,0.50400,
-0.34472000000,0.50400,
-0.34464000000,0.51600,
-0.34456000000,0.50400,
-0.34447996875,0.51200,
-0.34440000000,0.51200,
-0.34432000000,0.46800,
-0.34423996875,0.51200,
-0.34416000000,0.50800,
-0.34408000000,0.49600,
-0.34399996875,0.51600,
-0.34392000000,0.50400,
-0.34384000000,0.52000,
-0.34375996875,0.51200,
-0.34368000000,0.50400,
-0.34360000000,0.50800,
-0.34352000000,0.50800,
-0.34344000000,0.50400,
-0.34335996875,0.50800,
-0.34328000000,0.50400,
-0.34320000000,0.50400,
-0.34311996875,0.50400,
-0.34304000000,0.50000,
-0.34296000000,0.51600,
-0.34287996875,0.50800,
-0.34280000000,0.52000,
-0.34272000000,0.54400,
-0.34263996875,0.50400,
-0.34256000000,0.50000,
-0.34248000000,0.50400,
-0.34240000000,0.50800,
-0.34232000000,0.51600,
-0.34224000000,0.49200,
-0.34216000000,0.50800,
-0.34208000000,0.51600,
-0.34199996875,0.51600,
-0.34192000000,0.50800,
-0.34184000000,0.50800,
-0.34175996875,0.52000,
-0.34168000000,0.51200,
-0.34160000000,0.50000,
-0.34151996875,0.50800,
-0.34144000000,0.52400,
-0.34136000000,0.34000,
-0.34127996875,0.08800,
-0.34120000000,0.04400,
-0.34112000000,0.08400,
-0.34104000000,0.10800,
-0.34096000000,0.09600,
-0.34087996875,0.08800,
-0.34080000000,0.09600,
-0.34072000000,0.09600,
-0.34063996875,0.09200,
-0.34056000000,0.09200,
-0.34048000000,0.09600,
-0.34039996875,0.10800,
-0.34032000000,0.08800,
-0.34024000000,0.10400,
-0.34015996875,0.10800,
-0.34008000000,0.10400,
-0.34000000000,0.09200,
-0.33991996875,0.09600,
-0.33984000000,0.09200,
-0.33976000000,0.08800,
-0.33968000000,0.09600,
-0.33960000000,0.08800,
-0.33951996875,0.10800,
-0.33944000000,0.08400,
-0.33936000000,0.09600,
-0.33927996875,0.10400,
-0.33920000000,0.09600,
-0.33912000000,0.09200,
-0.33903996875,0.10400,
-0.33896000000,0.10400,
-0.33888000000,0.09200,
-0.33879996875,0.08800,
-0.33872000000,0.09200,
-0.33864000000,0.09600,
-0.33856000000,0.09600,
-0.33848000000,0.08800,
-0.33840000000,0.09600,
-0.33832000000,0.09600,
-0.33824000000,0.08800,
-0.33815996875,0.10800,
-0.33808000000,0.09600,
-0.33800000000,0.09600,
-0.33791996875,0.10000,
-0.33784000000,0.09600,
-0.33776000000,0.10400,
-0.33767996875,0.09600,
-0.33760000000,0.09200,
-0.33752000000,0.10400,
-0.33743996875,0.08800,
-0.33736000000,0.10400,
-0.33728000000,0.09600,
-0.33720000000,0.08800,
-0.33712000000,0.09200,
-0.33703996875,0.10400,
-0.33696000000,0.08800,
-0.33688000000,0.09200,
-0.33679996875,0.06000,
-0.33672000000,0.10400,
-0.33664000000,0.09200,
-0.33655996875,0.09200,
-0.33648000000,0.10400,
-0.33640000000,0.08800,
-0.33631996875,0.08800,
-0.33624000000,0.09600,
-0.33616000000,0.09600,
-0.33608000000,0.07200,
-0.33600000000,0.10400,
-0.33592000000,0.08800,
-0.33584000000,0.08800,
-0.33576000000,0.10400,
-0.33567996875,0.09600,
-0.33560000000,0.08800,
-0.33552000000,0.08800,
-0.33543996875,0.10400,
-0.33536000000,0.09600,
-0.33528000000,0.09200,
-0.33519996875,0.09600,
-0.33512000000,0.10400,
-0.33504000000,0.09600,
-0.33495996875,0.09200,
-0.33488000000,0.09200,
-0.33480000000,0.09600,
-0.33472000000,0.09200,
-0.33464000000,0.09600,
-0.33455996875,0.10000,
-0.33448000000,0.08800,
-0.33440000000,0.10400,
-0.33431996875,0.10400,
-0.33424000000,0.08800,
-0.33416000000,0.09200,
-0.33407996875,0.10400,
-0.33400000000,0.08800,
-0.33392000000,0.08800,
-0.33383996875,0.09600,
-0.33376000000,0.09200,
-0.33368000000,0.10400,
-0.33360000000,0.08800,
-0.33352000000,0.08800,
-0.33344000000,0.09600,
-0.33336000000,0.09200,
-0.33328000000,0.09600,
-0.33319996875,0.09200,
-0.33312000000,0.06400,
-0.33304000000,0.09200,
-0.33295996875,0.08800,
-0.33288000000,0.09600,
-0.33280000000,0.10000,
-0.33271996875,0.09200,
-0.33264000000,0.10400,
-0.33256000000,0.08800,
-0.33247996875,0.09600,
-0.33240000000,0.10400,
