Serial Number,SDS101P2150051
Software Version,5.01.02.30
0.031799997,0.208
0.03182,0.184
0.03184,0.192
0.031859997,0.192
0.03188,0.208
0.0319,0.216
0.03192,0.208
0.031939997,0.216
0.03196,0.216
0.03198,0.216
0.031999997,0.216
0.03202,0.216
0.03204,0.224
0.03206,0.224
0.032079997,0.216
0.0321,0.224
0.03212,0.224
0.032139997,0.232
0.03216,0.248
0.03218,0.232
0.032199997,0.248
0.03222,0.248
0.03224,0.248
0.03226,0.248
0.032279997,0.248
0.0323,0.248
0.03232,0.256
0.032339997,0.248
0.03236,0.248
0.03238,0.248
0.0324,0.256
0.032419997,0.256
0.03244,0.256
0.03246,0.248
0.032479997,0.248
0.0325,0.264
0.03252,0.264
0.03254,0.256
0.032559997,0.264
0.03258,0.264
0.0326,0.264
0.032619997,0.264
0.03264,0.264
0.03266,0.264
0.032679997,0.264
0.0327,0.264
0.03272,0.272
0.03274,0.264
0.032759997,0.264
0.03278,0.272
0.0328,0.28
0.032819997,0.272
0.03284,0.28
0.03286,0.28
0.03288,0.256
0.032899997,0.28
0.03292,0.28
0.03294,0.272
0.032959997,0.28
0.03298,0.28
0.033,0.272
0.03302,0.28
0.033039997,0.264
0.03306,0.272
0.03308,0.272
0.033099997,0.272
0.03312,0.272
0.03314,0.28
0.033159997,0.28
0.033179997,0.264
0.0332,0.28
0.03322,0.272
0.033239997,0.28
0.03326,0.28
0.03328,0.272
0.033299997,0.28
0.03332,0.272
0.03334,0.28
0.03336,0.272
0.033379997,0.288
0.0334,0.28
0.03342,0.28
0.033439997,0.28
0.03346,0.28
0.03348,0.288
0.0335,0.28
0.033519997,0.28
0.03354,0.28
0.03356,0.28
0.033579997,0.28
0.0336,0.288
0.03362,0.28
0.03364,0.28
0.033659997,0.28
0.03368,0.28
0.0337,0.28
0.033719997,0.288
0.03374,0.28
0.03376,0.28
0.033779997,0.288
0.0338,0.28
0.03382,0.28
0.03384,0.28
0.033859997,0.288
0.03388,0.28
0.0339,0.28
0.033919997,0.288
0.03394,0.288
0.03396,0.28
0.03398,0.28
0.033999997,0.288
0.03402,0.288
0.03404,0.28
0.034059997,0.288
0.03408,0.28
0.0341,0.28
0.03412,0.288
0.034139997,0.288
0.03416,0.28
0.03418,0.288
0.034199997,0.28
0.03422,0.28
0.03424,0.28
0.034259997,0.28
0.034279997,0.28
0.0343,0.28
0.03432,0.28
0.034339997,0.28
0.03436,0.28
0.03438,0.288
0.034399997,0.28
0.03442,0.28
0.03444,0.288
0.03446,0.28
0.034479997,0.288
0.0345,0.28
0.03452,0.28
0.034539997,0.28
0.03456,0.28
0.03458,0.288
0.0346,0.296
0.034619997,0.28
0.03464,0.28
0.03466,0.28
0.034679997,0.28
0.0347,0.288
0.03472,0.28
0.03474,0.28
0.034759997,0.288
0.03478,0.28
0.0348,0.28
0.034819997,0.288
0.03484,0.28
0.03486,0.28
0.034879997,0.288
0.0349,0.28
0.03492,0.28
0.03494,0.288
0.034959997,0.288
0.03498,0.28
0.035,0.28
0.035019997,0.28
0.03504,0.28
0.03506,0.288
0.03508,0.28
0.035099997,0.288
0.03512,0.288
0.03514,0.28
0.035159997,0.288
0.03518,0.28
0.0352,0.272
0.03522,0.28
0.035239997,0.28
0.03526,0.28
0.03528,0.28
0.035299997,0.272
0.03532,0.28
0.03534,0.28
0.035359997,0.28
0.035379997,0.28
0.0354,0.288
0.03542,0.28
0.035439997,0.264
0.03546,0.264
0.03548,0.28
0.035499997,0.272
0.03552,0.272
0.03554,0.28
0.03556,0.264
0.035579997,0.288
0.0356,0.28
0.03562,0.272
0.035639997,0.288
0.03566,0.28
0.03568,0.28
0.0357,0.288
0.035719997,0.264
0.03574,0.28
0.03576,0.28
0.035779997,0.28
0.0358,0.28
0.03582,0.28
0.03584,0.28
0.035859997,0.28
0.03588,0.272
0.0359,0.28
0.035919997,0.288
0.03594,0.28
0.03596,0.28
0.035979997,0.272
0.036,0.28
0.03602,0.28
0.03604,0.28
0.036059997,0.288
0.03608,0.28
0.0361,0.288
0.036119997,0.28
0.03614,0.264
0.03616,0.288
0.03618,0.28
0.036199997,0.28
0.03622,0.288
0.03624,0.264
0.036259997,0.28
0.03628,0.28
0.0363,0.28
0.03632,0.28
0.036339997,0.28
0.03636,0.28
0.03638,0.28
0.036399997,0.28
0.03642,0.28
0.03644,0.264
0.036459997,0.28
0.036479997,0.28
0.0365,0.264
0.03652,0.28
0.036539997,0.272
0.03656,0.28
0.03658,0.28
0.036599997,0.272
0.03662,0.28
0.03664,0.28
0.03666,0.28
0.036679997,0.288
0.0367,0.272
0.03672,0.272
0.036739997,0.288
0.03676,0.28
0.03678,0.28
0.0368,0.28
0.036819997,0.28
0.03684,0.28
0.03686,0.28
0.036879997,0.28
0.0369,0.28
0.03692,0.28
0.036939997,0.28
0.036959997,0.272
0.03698,0.28
0.037,0.28
0.037019997,0.28
0.03704,0.28
0.03706,0.28
0.037079997,0.28
0.0371,0.28
0.03712,0.28
0.03714,0.288
0.037159997,0.28
0.03718,0.28
0.0372,0.28
0.037219997,0.28
0.03724,0.288
0.03726,0.28
0.03728,0.28
0.037299997,0.28
0.03732,0.28
0.03734,0.272
0.037359997,0.28
0.03738,0.28
0.0374,0.28
0.03742,0.28
0.037439997,0.28
0.03746,0.28
0.03748,0.28
0.037499997,0.28
0.03752,0.28
0.03754,0.28
0.037559997,0.28
0.037579997,0.28
0.0376,0.28
0.03762,0.28
0.037639997,0.28
0.03766,0.28
0.03768,0.28
0.037699997,0.28
0.03772,0.288
0.03774,0.28
0.03776,0.272
0.037779997,0.28
0.0378,0.28
0.03782,0.272
0.037839997,0.28
0.03786,0.272
0.03788,0.28
0.0379,0.28
0.037919997,0.256
0.03794,0.28
0.03796,0.28
0.037979997,0.28
0.038,0.272
0.03802,0.28
0.038039997,0.28
0.038059997,0.28
0.03808,0.28
0.0381,0.28
0.038119997,0.28
0.03814,0.28
0.03816,0.28
0.038179997,0.28
0.0382,0.28
0.03822,0.28
0.03824,0.28
0.038259997,0.28
0.03828,0.264
0.0383,0.28
0.038319997,0.28
0.03834,0.272
0.03836,0.28
0.03838,0.28
0.038399997,0.272
0.03842,0.28
0.03844,0.28
0.038459997,0.28
0.03848,0.272
0.0385,0.272
0.03852,0.256
0.038539997,0.28
0.03856,0.28
0.03858,0.264
0.038599997,0.28
0.03862,0.272
0.03864,0.272
0.038659997,0.28
0.038679997,0.272
0.0387,0.272
0.03872,0.28
0.038739997,0.272
0.03876,0.28
0.03878,0.272
0.038799997,0.28
0.03882,0.28
0.03884,0.28
0.03886,0.28
0.038879997,0.28
0.0389,0.28
0.03892,0.28
0.038939997,0.28
0.03896,0.28
0.03898,0.28
0.039,0.28
0.039019997,0.28
0.03904,0.272
0.03906,0.28
0.039079997,0.28
0.0391,0.28
0.03912,0.28
0.039139997,0.28
0.039159997,0.28
0.03918,0.28
0.0392,0.272
0.039219997,0.264
0.03924,0.264
0.03926,0.256
0.039279997,0.248
0.039299997,0.248
0.03932,0.224
0.03934,0.216
0.039359997,0.216
0.03938,0.208
0.0394,0.208
0.039419997,0.208
0.03944,0.184
0.03946,0.192
0.03948,0.176
0.039499997,0.176
0.03952,0.184
0.03954,0.16
0.039559997,0.168
0.03958,0.168
0.0396,0.16
0.039619997,0.152
0.039639997,0.152
0.03966,0.152
0.03968,0.144
0.039699997,0.144
0.03972,0.144
0.03974,0.128
0.039759997,0.128
0.039779997,0.136
0.0398,0.12
0.03982,0.12
0.039839997,0.128
0.03986,0.112
0.03988,0.12
0.039899997,0.12
0.03992,0.112
0.03994,0.112
0.03996,0.112
0.039979997,0.112
0.04,0.112
0.04002,0.104
0.040039997,0.096
0.04006,0.088
0.04008,0.096
0.0401,0.104
0.040119997,0.088
0.04014,0.096
0.04016,0.096
0.040179997,0.088
0.0402,0.088
0.04022,0.088
0.040239997,0.088
0.040259997,0.088
0.04028,0.08
0.0403,0.08
0.040319997,0.08
0.04034,0.088
0.04036,0.08
0.040379997,0.08
0.040399997,0.08
0.04042,0.08
0.04044,0.064
0.040459997,0.072
0.04048,0.08
0.0405,0.056
0.040519997,0.08
0.04054,0.08
0.04056,0.064
0.04058,0.08
0.040599997,0.064
0.04062,0.064
0.04064,0.072
0.040659997,0.048
0.04068,0.064
0.0407,0.056
0.040719997,0.056
0.040739997,0.072
0.04076,0.056
0.04078,0.064
0.040799997,0.064
0.04082,0.056
0.04084,0.056
0.040859997,0.056
0.040879997,0.056
0.0409,0.064
0.04092,0.064
0.040939997,0.064
0.04096,0.048
0.04098,0.056
0.040999997,0.056
0.04102,0.048
0.04104,0.056
0.04106,0.056
0.041079997,0.056
0.0411,0.056
0.04112,0.056
0.041139997,0.04
0.04116,0.056
0.04118,0.056
0.0412,0.048
0.041219997,0.056
0.04124,0.048
0.04126,0.056
0.041279997,0.064
0.0413,0.032
0.04132,0.056
0.041339997,0.048
0.041359997,0.056
0.04138,0.056
0.0414,0.048
0.041419997,0.056
0.04144,0.064
0.04146,0.048
0.041479997,0.048
0.041499997,0.056
0.04152,0.048
0.04154,0.048
0.041559997,0.048
0.04158,0.056
0.0416,0.048
0.041619997,0.048
0.04164,0.056
0.04166,0.048
0.04168,0.048
0.041699997,0.048
0.04172,0.048
0.04174,0.056
0.041759997,0.048
0.04178,0.048
0.0418,0.048
0.041819997,0.048
0.041839997,0.048
0.04186,0.048
0.04188,0.032
0.041899997,0.048
0.04192,0.04
0.04194,0.048
0.041959997,0.056
0.041979997,0.048
0.042,0.048
0.04202,0.048
0.042039997,0.048
0.04206,0.048
0.04208,0.048
0.042099997,0.048
0.04212,0.048
0.04214,0.048
0.04216,0.048
0.042179997,0.048
0.0422,0.048
0.04222,0.048
0.042239997,0.04
0.04226,0.056
0.04228,0.048
0.0423,0.032
0.042319997,0.056
0.04234,0.048
0.04236,0.04
0.042379997,0.032
0.0424,0.048
0.04242,0.048
0.042439997,0.048
0.042459997,0.032
0.04248,0.048
0.0425,0.048
0.042519997,0.048
0.04254,0.048
0.04256,0.04
0.042579997,0.048
0.042599997,0.048
0.04262,0.048
0.04264,0.048
0.042659997,0.04
0.04268,0.048
0.0427,0.048
0.042719997,0.032
0.04274,0.04
0.04276,0.04
0.04278,0.048
0.042799997,0.048
0.04282,0.048
0.04284,0.048
0.042859997,0.048
0.04288,0.032
0.0429,0.048
0.042919997,0.048
0.042939997,0.048
0.04296,0.048
0.04298,0.048
0.042999997,0.048
0.04302,0.048
0.04304,0.04
0.043059997,0.048
0.043079997,0.04
0.0431,0.048
0.04312,0.048
0.043139997,0.048
0.04316,0.04
0.04318,0.048
0.043199997,0.048
0.04322,0.048
0.04324,0.048
0.04326,0.048
0.043279997,0.048
0.0433,0.048
0.04332,0.048
0.043339997,0.048
0.04336,0.04
0.04338,0.048
0.043399997,0.048
0.043419997,0.048
0.04344,0.048
0.04346,0.048
0.043479997,0.048
0.0435,0.032
0.04352,0.048
0.043539997,0.048
0.043559997,0.048
0.04358,0.048
0.0436,0.048
0.043619997,0.048
0.04364,0.056
0.04366,0.048
0.043679997,0.048
0.043699997,0.056
0.04372,0.064
0.04374,0.04
0.043759997,0.04
0.04378,0.048
0.0438,0.04
0.043819997,0.032
0.04384,0.04
0.04386,0.048
0.04388,0.056
0.043899997,0.048
0.04392,0.032
0.04394,0.048
0.043959997,0.048
0.04398,0.04
0.044,0.048
0.044019997,0.04
0.044039997,0.04
0.04406,0.048
0.04408,0.04
0.044099997,0.032
0.04412,0.048
0.04414,0.048
0.044159997,0.04
0.044179997,0.048
0.0442,0.048
0.04422,0.048
0.044239997,0.048
0.04426,0.04
0.04428,0.048
0.044299997,0.048
0.04432,0.048
0.04434,0.032
0.04436,0.048
0.044379997,0.048
0.0444,0.048
0.04442,0.048
0.044439997,0.048
0.04446,0.048
0.04448,0.056
0.044499997,0.048
0.044519997,0.032
0.04454,0.056
0.04456,0.048
0.044579997,0.048
0.0446,0.048
0.04462,0.048
0.044639997,0.048
0.044659997,0.048
0.04468,0.048
0.0447,0.04
0.044719997,0.048
0.04474,0.04
0.04476,0.048
0.044779997,0.04
0.044799997,0.048
0.04482,0.056
0.04484,0.032
0.044859997,0.048
0.04488,0.048
0.0449,0.048
0.044919997,0.048
0.04494,0.032
0.04496,0.048
0.04498,0.048
0.044999997,0.032
0.04502,0.048
0.04504,0.056
0.045059997,0.048
0.04508,0.048
0.0451,0.048
0.045119997,0.048
0.045139997,0.048
0.04516,0.048
0.04518,0.048
0.045199997,0.04
0.04522,0.056
0.04524,0.048
0.045259997,0.048
0.045279997,0.064
0.0453,0.048
0.04532,0.048
0.045339997,0.048
0.04536,0.048
0.04538,0.048
0.045399997,0.04
0.04542,0.048
0.04544,0.048
0.04546,0.048
0.045479997,0.048
0.0455,0.048
0.04552,0.056
0.045539997,0.048
0.04556,0.048
0.04558,0.056
0.045599997,0.048
0.045619997,0.048
0.04564,0.048
0.04566,0.048
0.045679997,0.048
0.0457,0.056
0.04572,0.04
0.045739997,0.056
0.045759997,0.048
0.04578,0.048
0.0458,0.064
0.045819997,0.056
0.04584,0.048
0.04586,0.048
0.045879997,0.048
0.045899997,0.048
0.04592,0.048
0.04594,0.048
0.045959997,0.048
0.04598,0.048
0.046,0.048
0.046019997,0.056
0.04604,0.056
0.04606,0.048
0.04608,0.048
0.046099997,0.056
0.04612,0.048
0.04614,0.048
0.046159997,0.056
0.04618,0.048
0.0462,0.056
0.046219997,0.048
0.046239997,0.048
0.04626,0.064
0.04628,0.056
0.046299997,0.056
0.04632,0.056
0.04634,0.056
0.046359997,0.048
0.046379997,0.048
0.0464,0.048
0.04642,0.048
0.046439997,0.048
0.04646,0.056
0.04648,0.048
0.046499997,0.048
0.04652,0.056
0.04654,0.048
0.04656,0.056
0.046579997,0.064
0.0466,0.032
0.04662,0.048
0.046639997,0.048
0.04666,0.048
0.04668,0.048
0.046699997,0.048
0.046719997,0.064
0.04674,0.056
0.04676,0.048
0.046779997,0.064
0.0468,0.048
0.04682,0.048
0.046839997,0.056
0.046859997,0.048
0.04688,0.064
0.0469,0.048
0.046919997,0.048
0.04694,0.056
0.04696,0.056
0.046979997,0.056
0.046999997,0.048
0.04702,0.056
0.04704,0.064
0.047059997,0.048
0.04708,0.048
0.0471,0.056
0.047119997,0.048
0.04714,0.048
0.04716,0.048
0.047179997,0.048
0.047199997,0.056
0.04722,0.048
0.04724,0.056
0.047259997,0.056
0.04728,0.048
0.0473,0.056
0.047319997,0.048
0.047339997,0.048
0.04736,0.048
0.04738,0.032
0.047399997,0.048
0.04742,0.056
0.04744,0.048
0.047459997,0.056
0.047479997,0.056
0.0475,0.056
0.04752,0.056
0.047539997,0.056
0.04756,0.056
0.04758,0.048
0.047599997,0.048
0.04762,0.056
0.04764,0.048
0.04766,0.048
0.047679997,0.056
0.0477,0.024
0.04772,0.056
0.047739997,0.056
0.04776,0.048
0.04778,0.064
0.047799997,0.048
0.047819997,0.048
0.04784,0.064
0.04786,0.048
0.047879997,0.056
0.0479,0.056
0.04792,0.048
0.047939997,0.056
0.047959997,0.064
0.04798,0.048
0.048,0.056
0.048019997,0.056
0.04804,0.056
0.04806,0.048
0.048079997,0.048
0.048099997,0.048
0.04812,0.056
0.04814,0.048
0.048159997,0.056
0.04818,0.056
0.0482,0.048
0.048219997,0.056
0.04824,0.056
0.04826,0.048
0.048279997,0.056
0.048299997,0.056
0.04832,0.056
0.04834,0.056
0.048359997,0.056
0.04838,0.056
0.0484,0.056
0.048419997,0.056
0.048439997,0.056
0.04846,0.056
0.04848,0.056
0.048499997,0.056
0.04852,0.064
0.04854,0.056
0.048559997,0.056
0.048579997,0.056
0.0486,0.056
0.04862,0.056
0.048639997,0.056
0.04866,0.056
0.04868,0.056
0.048699997,0.056
0.04872,0.056
0.04874,0.056
0.04876,0.064
0.048779997,0.056
0.0488,0.056
0.04882,0.064
0.048839997,0.056
0.04886,0.056
0.04888,0.064
0.048899997,0.056
0.048919997,0.048
0.04894,0.064
0.04896,0.056
0.048979997,0.056
0.049,0.056
0.04902,0.048
0.049039997,0.056
0.049059997,0.048
0.04908,0.056
0.0491,0.056
0.049119997,0.056
0.04914,0.056
0.04916,0.056
0.049179997,0.056
0.049199997,0.056
0.04922,0.056
0.04924,0.056
0.049259997,0.056
0.04928,0.048
0.0493,0.056
0.049319997,0.056
0.04934,0.064
0.04936,0.056
0.049379997,0.056
0.049399997,0.056
0.04942,0.056
0.04944,0.048
0.049459997,0.064
0.04948,0.056
0.0495,0.056
0.049519997,0.056
0.049539997,0.056
0.04956,0.056
0.04958,0.064
0.049599997,0.056
0.04962,0.064
0.04964,0.056
0.049659997,0.056
0.049679997,0.056
0.0497,0.056
0.04972,0.056
0.049739997,0.056
0.04976,0.056
0.04978,0.056
0.049799997,0.056
0.04982,0.056
0.04984,0.056
0.049859997,0.056
0.049879997,0.056
0.0499,0.064
0.04992,0.056
0.049939997,0.056
0.04996,0.056
0.04998,0.056
0.049999997,0.056
0.050019997,0.056
0.05004,0.064
0.05006,0.056
0.050079997,0.056
0.0501,0.056
0.05012,0.048
0.050139997,0.056
0.050159997,0.056
0.05018,0.056
0.0502,0.056
0.050219997,0.056
0.05024,0.056
0.05026,0.056
0.050279997,0.056
0.050299997,0.056
0.05032,0.056
0.05034,0.056
0.050359997,0.056
0.05038,0.056
0.0504,0.056
0.050419997,0.056
0.05044,0.056
0.05046,0.056
0.050479997,0.056
0.050499997,0.056
0.05052,0.056
0.05054,0.064
0.050559997,0.056
0.05058,0.064
0.0506,0.048
0.050619997,0.056
0.050639997,0.064
0.05066,0.048
0.05068,0.064
0.050699997,0.056
0.05072,0.056
0.05074,0.056
0.050759997,0.056
0.050779997,0.056
0.0508,0.056
0.05082,0.048
0.050839997,0.064
0.05086,0.048
0.05088,0.056
0.050899997,0.056
0.050919997,0.056
0.05094,0.048
0.050959997,0.056
0.050979997,0.056
0.051,0.064
0.05102,0.056
0.051039997,0.064
0.05106,0.056
0.05108,0.056
0.051099997,0.056
0.051119997,0.048
0.05114,0.056
0.05116,0.08
0.051179997,0.04
0.0512,0.064
0.05122,0.056
0.051239997,0.048
0.051259997,0.064
0.05128,0.056
0.0513,0.056
0.051319997,0.064
0.05134,0.056
0.05136,0.056
0.051379997,0.064
0.051399997,0.048
0.05142,0.056
0.05144,0.048
0.051459997,0.064
0.05148,0.064
0.0515,0.048
0.051519997,0.064
0.05154,0.064
0.05156,0.056
0.051579997,0.056
0.051599997,0.056
0.05162,0.056
0.05164,0.056
0.051659997,0.056
0.05168,0.056
0.0517,0.056
0.051719997,0.056
0.051739997,0.064
0.05176,0.048
0.05178,0.072
0.051799997,0.064
0.05182,0.056
0.05184,0.072
0.051859997,0.064
0.051879997,0.048
0.0519,0.064
0.05192,0.056
0.051939997,0.064
0.05196,0.056
0.05198,0.064
0.051999997,0.064
0.052019997,0.064
0.05204,0.064
0.052059997,0.064
0.052079997,0.056
0.0521,0.072
0.05212,0.064
0.052139997,0.056
0.05216,0.064
0.05218,0.056
0.052199997,0.056
0.052219997,0.064
0.05224,0.056
0.05226,0.064
0.052279997,0.056
0.0523,0.048
0.05232,0.072
0.052339997,0.056
0.052359997,0.064
0.05238,0.056
0.0524,0.056
0.052419997,0.072
0.05244,0.056
0.05246,0.056
0.05248,0.064
0.0525,0.056
0.05252,0.056
0.05254,0.064
0.05256,0.048
0.05258,0.056
0.0526,0.056
0.05262,0.056
0.05264,0.056
0.05266,0.064
0.05268,0.048
0.0527,0.064
0.05272,0.056
0.05274,0.064
0.05276,0.064
0.05278,0.056
0.0528,0.056
0.05282,0.064
0.05284,0.056
0.05286,0.056
0.05288,0.072
0.0529,0.064
0.05292,0.056
0.05294,0.056
0.05296,0.064
0.05298,0.056
0.053,0.064
0.05302,0.064
0.05304,0.056
0.05306,0.064
0.05308,0.056
0.0531,0.056
0.05312,0.064
0.05314,0.056
0.053159994,0.056
0.05318,0.064
0.0532,0.056
0.05322,0.056
0.05324,0.056
0.05326,0.056
0.05328,0.064
0.0533,0.056
0.05332,0.056
0.05334,0.056
0.05336,0.056
0.05338,0.056
0.0534,0.056
0.05342,0.056
0.05344,0.056
0.05346,0.056
0.05348,0.056
0.0535,0.056
0.05352,0.056
0.05354,0.056
0.05356,0.056
0.05358,0.064
0.0536,0.056
0.05362,0.056
0.053639994,0.056
0.05366,0.048
0.05368,0.056
0.0537,0.056
0.05372,0.056
0.05374,0.056
0.05376,0.056
0.05378,0.056
0.0538,0.056
0.05382,0.064
0.05384,0.056
0.05386,0.056
0.05388,0.072
0.0539,0.056
0.05392,0.064
0.05394,0.064
0.05396,0.056
0.05398,0.056
0.054,0.048
0.05402,0.048
0.05404,0.056
0.05406,0.056
0.05408,0.056
0.0541,0.056
0.05412,0.056
0.05414,0.056
0.05416,0.064
0.05418,0.056
0.0542,0.056
0.05422,0.056
0.05424,0.056
0.054259994,0.056
0.05428,0.056
0.0543,0.056
0.05432,0.056
0.05434,0.056
0.05436,0.056
0.05438,0.056
0.0544,0.064
0.05442,0.056
0.05444,0.056
0.05446,0.056
0.05448,0.056
0.0545,0.048
0.05452,0.056
0.05454,0.056
0.05456,0.056
0.05458,0.056
0.0546,0.056
0.05462,0.064
0.05464,0.056
0.05466,0.048
0.05468,0.056
0.0547,0.056
0.05472,0.048
0.054739994,0.048
0.05476,0.056
0.05478,0.056
0.0548,0.056
0.05482,0.048
0.05484,0.048
0.05486,0.056
0.05488,0.064
0.0549,0.056
0.05492,0.056
0.05494,0.048
0.05496,0.056
0.05498,0.056
0.055,0.056
0.05502,0.064
0.05504,0.056
0.05506,0.056
0.05508,0.056
0.0551,0.056
0.05512,0.048
0.05514,0.056
0.05516,0.056
0.05518,0.048
0.0552,0.048
0.05522,0.056
0.05524,0.056
0.05526,0.056
0.05528,0.048
0.0553,0.056
0.05532,0.056
0.05534,0.056
0.055359994,0.048
0.05538,0.056
0.0554,0.056
0.05542,0.048
0.05544,0.048
0.05546,0.056
0.05548,0.056
0.0555,0.048
0.05552,0.048
0.05554,0.048
0.05556,0.048
0.05558,0.056
0.0556,0.056
0.05562,0.056
0.05564,0.048
0.05566,0.056
0.05568,0.048
0.0557,0.056
0.05572,0.056
0.05574,0.048
0.05576,0.048
0.05578,0.048
0.0558,0.048
0.05582,0.048
0.055839994,0.056
0.05586,0.056
0.05588,0.048
0.0559,0.048
0.05592,0.048
0.05594,0.048
0.05596,0.056
0.05598,0.04
0.056,0.048
0.05602,0.048
0.05604,0.048
0.05606,0.056
0.05608,0.048
0.0561,0.056
0.05612,0.056
0.05614,0.048
0.05616,0.048
0.05618,0.048
0.0562,0.056
0.05622,0.048
0.05624,0.048
0.05626,0.056
0.05628,0.056
0.0563,0.048
0.05632,0.056
0.05634,0.056
0.05636,0.056
0.05638,0.048
0.0564,0.04
0.05642,0.048
0.05644,0.056
0.056459994,0.056
0.05648,0.056
0.0565,0.056
0.05652,0.048
0.05654,0.056
0.05656,0.048
0.05658,0.048
0.0566,0.048
0.05662,0.048
0.05664,0.048
0.05666,0.048
0.05668,0.056
0.0567,0.056
0.05672,0.048
0.05674,0.056
0.05676,0.048
0.05678,0.056
0.0568,0.04
0.05682,0.056
0.05684,0.056
0.05686,0.048
0.05688,0.056
0.0569,0.056
0.05692,0.048
0.056939994,0.056
0.05696,0.048
0.05698,0.048
0.057,0.056
0.05702,0.048
0.05704,0.048
0.05706,0.056
0.05708,0.048
0.0571,0.048
0.05712,0.048
0.05714,0.056
0.05716,0.048
0.05718,0.048
0.0572,0.048
0.05722,0.056
0.05724,0.056
0.05726,0.048
0.05728,0.048
0.0573,0.056
0.05732,0.048
0.05734,0.056
0.05736,0.048
0.05738,0.048
0.0574,0.064
0.057419994,0.056
0.05744,0.048
0.05746,0.056
0.05748,0.048
0.0575,0.048
0.05752,0.056
0.05754,0.048
0.057559994,0.048
0.05758,0.04
0.0576,0.048
0.05762,0.048
0.05764,0.032
0.05766,0.056
0.05768,0.048
0.0577,0.048
0.05772,0.056
0.05774,0.048
0.05776,0.048
0.05778,0.048
0.0578,0.032
0.05782,0.048
0.05784,0.048
0.05786,0.04
0.05788,0.048
0.0579,0.048
0.05792,0.048
0.05794,0.048
0.05796,0.04
0.05798,0.056
0.058,0.048
0.05802,0.048
0.058039994,0.056
0.05806,0.04
0.05808,0.032
0.0581,0.048
0.05812,0.04
0.05814,0.048
0.05816,0.048
0.05818,0.048
0.0582,0.048
0.05822,0.048
0.05824,0.048
0.05826,0.04
0.05828,0.048
0.0583,0.048
0.05832,0.048
0.05834,0.048
0.05836,0.048
0.05838,0.04
0.0584,0.032
0.05842,0.048
0.05844,0.032
0.05846,0.048
0.05848,0.048
0.0585,0.032
0.058519994,0.048
0.05854,0.04
0.05856,0.048
0.05858,0.048
0.0586,0.048
0.05862,0.048
0.05864,0.048
0.058659994,0.048
0.05868,0.048
0.0587,0.048
0.05872,0.032
0.05874,0.056
0.05876,0.024
0.05878,0.032
0.0588,0.032
0.05882,0.024
0.05884,0.048
0.05886,0.048
0.05888,0.024
0.0589,0.048
0.05892,0.04
0.05894,0.04
0.05896,0.04
0.05898,0.048
0.059,0.048
0.05902,0.04
0.05904,0.04
0.05906,0.048
0.05908,0.032
0.0591,0.048
0.05912,0.048
0.059139994,0.032
0.05916,0.048
0.05918,0.04
0.0592,0.04
0.05922,0.048
0.05924,0.04
0.05926,0.056
0.05928,0.048
0.0593,0.032
0.05932,0.056
0.05934,0.048
0.05936,0.048
0.05938,0.048
0.0594,0.048
0.05942,0.032
0.05944,0.056
0.05946,0.032
0.05948,0.032
0.0595,0.04
0.05952,0.032
0.05954,0.048
0.05956,0.04
0.05958,0.04
0.0596,0.048
0.059619994,0.048
0.05964,0.04
0.05966,0.048
0.05968,0.048
0.0597,0.048
0.05972,0.064
0.05974,0.048
0.059759994,0.032
0.05978,0.032
0.0598,0.048
0.05982,0.032
0.05984,0.048
0.05986,0.048
0.05988,0.032
0.0599,0.048
0.05992,0.04
0.05994,0.032
0.05996,0.04
0.05998,0.048
0.06,0.032
0.06002,0.04
0.06004,0.04
0.06006,0.04
0.06008,0.04
0.060099994,0.032
0.06012,0.024
0.06014,0.04
0.06016,0.04
0.06018,0.048
0.0602,0.048
0.06022,0.04
0.060239994,0.048
0.06026,0.048
0.06028,0.04
0.0603,0.048
0.06032,0.048
0.06034,0.032
0.06036,0.032
0.06038,0.032
0.0604,0.04
0.06042,0.048
0.06044,0.04
0.06046,0.032
0.06048,0.032
0.0605,0.04
0.06052,0.048
0.06054,0.048
0.06056,0.048
0.06058,0.048
0.0606,0.048
0.06062,0.048
0.06064,0.032
0.06066,0.048
0.06068,0.032
0.0607,0.048
0.060719994,0.032
0.06074,0.048
0.06076,0.048
0.06078,0.048
0.0608,0.048
0.06082,0.048
0.06084,0.048
0.060859994,0.032
0.06088,0.04
0.0609,0.048
0.06092,0.032
0.06094,0.048
0.06096,0.04
0.06098,0.032
0.061,0.048
0.06102,0.032
0.06104,0.04
0.06106,0.048
0.06108,0.048
0.0611,0.048
0.06112,0.048
0.06114,0.048
0.06116,0.04
0.06118,0.048
0.061199994,0.04
0.06122,0.04
0.06124,0.048
0.06126,0.048
0.06128,0.04
0.0613,0.048
0.06132,0.048
0.061339994,0.048
0.06136,0.048
0.06138,0.04
0.0614,0.032
0.06142,0.048
0.06144,0.04
0.06146,0.032
0.06148,0.048
0.0615,0.048
0.06152,0.048
0.06154,0.048
0.06156,0.04
0.06158,0.056
0.0616,0.048
0.06162,0.04
0.06164,0.048
0.06166,0.032
0.06168,0.048
0.0617,0.048
0.06172,0.032
0.06174,0.04
0.06176,0.048
0.06178,0.048
0.0618,0.04
0.061819994,0.04
0.06184,0.04
0.06186,0.032
0.06188,0.04
0.0619,0.048
0.06192,0.024
0.06194,0.048
0.061959994,0.048
0.06198,0.032
