Optical Power Monitor 3.1.3778.562

Power Meter,PM100USB
Power Meter SN,P2001190
Sensor,S120C
Sensor SN,220803517
Sensor Type,Photodiode
Wavelength,635 nm
Range,Auto,range changed during the measurement.

Start of Measurement,8/11/2022 15:40:18
Elapsed Time,00:00:59:994
Samples,16858

--Statistics--
Minimum [W],-2.2429E-07
Maximum [W],4.0872E-06
Mean [W],7.4869E-07
Standard Deviation [W],1.1449E-06
Ratio,---

--Graph Data--
Time (ms),Power (W)
0.000,1.234E-08
4.000,8.9161E-08
7.000,1.5425E-08
12.000,1.5417E-09
15.000,7.9905E-08
18.000,2.2829E-08
22.000,1.5425E-08
25.000,5.9482E-07
28.000,1.3729E-06
31.000,6.087E-07
34.000,1.6052E-06
37.000,-5.8626E-09
40.000,3.7014E-09
43.000,-7.7138E-09
46.000,1.6968E-08
49.000,1.2334E-06
52.000,9.3295E-07
55.000,1.226E-06
58.000,2.4613E-06
61.000,2.2521E-08
66.000,-1.6352E-08
69.000,-4.3502E-08
72.000,-2.1604E-09
76.000,2.8519E-06
79.000,2.714E-06
82.000,3.6081E-06
87.000,-1.481E-08
91.000,-1.6044E-08
94.000,-1.6969E-08
97.000,8.9161E-08
101.000,-4.0725E-08
104.000,-2.5608E-08
107.000,-3.9182E-08
112.411,-2.7774E-09
120.411,7.6203E-08
122.411,1.3029E-06
125.411,7.4013E-07
129.411,1.2668E-06
132.411,8.6878E-07
134.411,7.8548E-07
137.411,5.244E-09
140.411,1.0304E-07
143.411,1.234E-08
146.411,-1.5118E-08
149.411,7.5124E-07
153.411,2.6471E-06
155.411,1.1137E-06
158.411,3.697E-06
162.411,3.2393E-08
165.411,9.8108E-08
168.411,-2.0363E-08
172.411,1.7893E-08
176.411,2.8562E-06
180.411,2.5844E-06
183.411,2.8149E-06
186.411,3.6713E-08
190.411,5.5525E-09
193.411,-2.098E-08
197.411,9.6256E-08
200.411,1.9436E-08
204.411,2.684E-08
207.411,-3.5789E-08
211.411,8.9461E-09
214.411,-1.4501E-08
217.411,8.0207E-09
221.411,-1.481E-08
225.411,7.0866E-07
229.411,1.745E-06
232.411,8.7434E-07
239.876,7.0064E-07
251.876,2.913E-06
256.876,7.753E-07
259.876,2.7057E-06
263.876,-6.4797E-09
267.876,-1.4193E-08
270.876,2.7758E-09
274.876,2.619E-06
277.876,2.5971E-06
281.876,2.988E-06
284.876,3.095E-06
287.876,6.8798E-08
290.876,7.1267E-08
293.876,1.2031E-08
296.876,8.3299E-08
299.876,-1.3884E-08
302.876,1.6042E-08
305.876,6.2937E-08
308.876,-1.6661E-08
311.876,6.4781E-09
314.876,1.234E-08
320.876,8.8235E-08
323.876,1.5861E-06
326.876,7.1884E-07
329.876,1.239E-06
332.876,1.3319E-06
336.876,-1.2958E-08
339.876,2.0053E-08
343.876,6.7866E-09
347.876,7.0958E-08
350.876,2.8118E-06
354.876,8.3916E-07
358.003,2.8057E-06
366.003,6.303E-07
374.003,2.5493E-06
378.003,2.6927E-06
381.003,3.6815E-06
385.003,2.8029E-06
388.003,8.9469E-08
391.003,-2.1906E-08
394.003,1.2648E-08
397.003,1.4808E-08
400.003,-9.2645E-10
403.003,1.015E-07
406.003,8.9461E-09
409.003,1.3265E-08
412.003,1.6042E-08
415.003,-5.8002E-08
418.003,2.4681E-08
421.003,2.0053E-08
424.003,1.4917E-06
427.003,7.6327E-07
430.003,1.177E-06
434.003,1.3544E-06
437.003,6.0068E-07
440.003,1.1785E-07
443.003,4.6269E-09
447.003,-5.2456E-09
450.003,2.0094E-06
454.003,2.7797E-06
458.003,9.5424E-07
461.003,2.7298E-06
465.003,2.0361E-08
468.003,1.851E-08
