Optical Power Monitor 3.1.3778.562

Power Meter,PM100USB
Power Meter SN,P2001190
Sensor,S120C
Sensor SN,220803517
Sensor Type,Photodiode
Wavelength,635 nm
Range,Auto,range changed during the measurement.

Start of Measurement,8/11/2022 15:43:10
Elapsed Time,00:00:59:998
Samples,16865

--Statistics--
Minimum [W],-2.6039E-07
Maximum [W],3.7716E-06
Mean [W],7.2746E-07
Standard Deviation [W],1.0824E-06
Ratio,---

--Graph Data--
Time (ms),Power (W)
0.000,2.8235E-06
5.000,3.6241E-06
8.000,-1.2033E-08
13.000,4.4734E-08
17.000,-2.5916E-08
21.000,-4.6285E-09
25.000,1.0736E-07
29.000,-5.2456E-09
33.000,6.1394E-08
37.000,-6.047E-08
41.000,7.8579E-07
45.000,7.9906E-07
49.000,8.4348E-07
53.000,1.8502E-09
57.000,-5.3066E-08
61.000,2.0978E-08
66.000,1.2239E-06
70.000,2.1491E-06
74.000,2.9096E-06
78.000,1.9436E-08
82.000,1.234E-08
85.000,7.6481E-07
89.000,2.4669E-06
93.000,3.2965E-06
98.000,-6.664E-08
101.000,7.5894E-08
105.000,2.8383E-08
110.000,2.1595E-08
114.000,-1.265E-08
119.060,1.5117E-08
124.060,1.0181E-07
128.060,-3.0236E-08
132.060,8.2374E-07
135.060,6.1117E-07
139.060,5.4978E-07
142.060,-1.2711E-07
146.060,1.9127E-08
150.060,1.7893E-08
154.060,3.2206E-06
158.060,3.2987E-06
165.060,6.6948E-07
168.060,-3.3012E-08
172.060,-2.5608E-08
176.060,2.4632E-06
179.060,2.4104E-06
183.060,2.466E-06
187.060,-1.8512E-08
191.060,-8.0223E-09
195.060,8.3292E-09
198.060,-2.098E-08
202.060,8.0214E-08
205.060,-5.2456E-09
209.060,-1.9437E-08
213.060,-3.0859E-09
217.060,-3.703E-09
221.060,5.9544E-07
225.060,5.7415E-07
228.060,4.8437E-07
232.060,1.2332E-09
236.060,-6.1793E-10
239.060,1.0797E-08
243.099,3.298E-06
247.099,1.1394E-06
250.099,9.5548E-07
254.099,-1.9437E-08
259.099,2.7758E-09
263.099,9.6873E-08
267.099,3.1111E-06
271.099,3.0509E-06
275.099,2.8581E-06
279.099,1.1353E-07
283.099,1.3882E-08
286.099,4.3184E-09
290.099,3.7014E-09
294.099,1.4191E-08
297.099,-6.7882E-09
301.099,2.2212E-08
305.099,5.861E-09
310.099,-3.3938E-08
314.099,7.861E-07
319.099,7.5926E-07
322.099,3.7638E-08
326.099,-5.5541E-09
330.099,8.8852E-08
334.099,8.0523E-07
338.099,2.5089E-06
344.099,1.8795E-06
347.099,-1.235E-09
352.099,1.7585E-08
356.099,3.2043E-06
361.099,3.2974E-06
365.099,2.2694E-06
369.001,2.3446E-08
373.001,6.9416E-08
376.001,5.0288E-08
380.001,-3.1778E-08
384.001,2.5298E-08
388.001,8.2373E-08
393.001,3.9181E-08
397.001,-1.0799E-08
400.001,9.1753E-07
405.001,8.3269E-07
409.001,8.1171E-07
413.001,1.1045E-07
420.001,-1.5435E-09
424.001,2.1241E-06
428.001,3.5245E-06
431.001,9.2277E-07
436.001,5.1521E-08
439.001,8.0207E-09
444.001,2.5915E-08
448.001,3.5646E-06
451.001,2.665E-06
455.001,2.4357E-06
459.001,1.0675E-07
462.001,-2.7459E-08
466.001,6.7866E-09
470.001,4.6269E-09
474.001,3.0843E-09
478.001,-5.8626E-09
482.001,9.2546E-09
485.001,-2.6533E-08
489.001,1.4499E-08
492.842,1.6243E-06
496.842,1.0332E-06
500.842,3.332E-07
504.842,1.6659E-08
508.842,2.5606E-08
512.842,8.4102E-07
516.842,2.2799E-06
520.842,7.4229E-07
525.842,1.8202E-08
