Optical Power Monitor 3.1.3778.562

Power Meter,PM100USB
Power Meter SN,P2001190
Sensor,S120C
Sensor SN,220803517
Sensor Type,Photodiode
Wavelength,635 nm
Range,Auto,range changed during the measurement.

Start of Measurement,8/12/2022 11:51:51
Elapsed Time,00:00:59:999
Samples,20488

--Statistics--
Minimum [W],-2.3848E-07
Maximum [W],2.5712E-06
Mean [W],5.5041E-07
Standard Deviation [W],7.3161E-07
Ratio,---

--Graph Data--
Time (ms),Power (W)
0.000,1.1211E-06
3.334,4.0848E-07
10.334,-1.852E-09
17.334,9.0086E-08
20.334,1.6351E-08
23.334,-2.0363E-08
26.334,-1.9437E-08
29.334,-1.235E-09
36.334,1.7758E-06
39.334,8.3855E-07
42.334,7.3426E-08
46.334,1.851E-08
49.334,2.5298E-08
51.334,1.0758E-06
54.334,1.2995E-06
57.334,1.782E-06
59.334,5.3064E-08
62.334,-2.7767E-08
65.334,2.0361E-08
67.334,2.4673E-09
70.334,1.2038E-06
73.334,1.3118E-06
76.334,2.2855E-06
79.334,1.9127E-08
82.334,1.8202E-08
85.334,8.1448E-08
88.334,1.5117E-08
91.334,-1.5435E-09
94.334,7.7122E-09
96.334,2.4063E-08
99.334,8.7001E-08
102.334,4.0099E-09
105.334,8.3361E-07
108.334,1.218E-06
110.334,1.3066E-06
113.334,1.0925E-06
116.334,2.7457E-08
119.334,-8.3308E-09
121.334,-1.6661E-08
124.334,1.3791E-06
126.318,1.4929E-06
133.318,2.2614E-06
136.318,3.9181E-08
138.318,1.1723E-08
141.318,1.0591E-06
144.318,2.0899E-06
147.318,1.5259E-06
149.318,1.2103E-06
152.318,-1.0799E-08
155.318,-8.3308E-09
157.318,1.3882E-08
160.318,4.3184E-09
163.318,-3.8257E-08
165.318,-8.0223E-09
168.318,8.8852E-08
171.318,-7.3428E-08
173.318,1.9744E-08
176.318,1.5425E-08
179.318,8.7125E-07
181.318,1.5053E-06
184.318,1.1899E-06
187.318,8.6292E-07
189.318,-5.3066E-08
192.318,-3.4555E-08
195.318,3.301E-08
197.318,9.8571E-07
201.318,1.1804E-06
204.318,9.5733E-07
206.318,7.0951E-09
209.318,1.4808E-08
212.318,-3.0544E-08
214.318,1.7585E-08
217.318,1.5898E-06
220.318,1.1974E-06
223.318,2.3025E-06
225.318,4.9355E-09
228.318,3.2085E-08
231.318,7.9288E-08
233.318,-3.703E-09
236.318,-2.3757E-08
239.318,1.1137E-07
241.318,-3.703E-09
244.318,-2.0672E-08
247.318,1.5734E-08
249.318,1.1723E-08
252.314,8.5891E-07
255.314,1.4658E-06
262.314,2.1595E-08
265.314,4.0415E-08
268.314,1.3882E-08
271.314,1.1249E-06
274.314,1.1073E-06
276.314,2.1115E-06
279.314,1.2686E-06
282.314,-4.32E-09
287.314,7.4036E-09
290.314,1.8594E-06
292.314,1.3627E-06
295.314,1.2356E-06
298.314,1.9495E-06
300.314,1.7585E-08
303.314,1.3265E-08
306.314,7.4036E-09
308.314,6.1616E-10
311.314,-3.6714E-08
314.314,1.6351E-08
316.314,8.9461E-09
319.314,2.1904E-08
322.314,8.7618E-08
324.314,5.8E-08
327.314,1.1245E-06
330.314,1.9847E-06
332.314,8.1387E-07
335.314,3.9336E-07
338.314,1.1414E-08
341.314,8.8544E-08
344.314,-3.3629E-08
347.314,8.6354E-07
349.314,1.1943E-06
352.314,1.0959E-06
355.314,2.9617E-08
358.314,1.0489E-08
360.314,2.9925E-08
363.314,1.5605E-06
366.314,1.1699E-06
369.314,1.5324E-06
371.314,1.807E-06
374.314,-7.0967E-09
377.615,-7.7138E-09
380.615,9.5631E-09
388.615,-1.6044E-08
391.615,-2.4689E-09
