Optical Power Monitor 3.1.3778.562

Power Meter,PM100USB
Power Meter SN,P2001190
Sensor,S120C
Sensor SN,220803517
Sensor Type,Photodiode
Wavelength,635 nm
Range,Auto,range changed during the measurement.

Start of Measurement,8/12/2022 12:25:21
Elapsed Time,00:00:59:997
Samples,20243

--Statistics--
Minimum [W],-2.4681E-07
Maximum [W],2.6813E-06
Mean [W],6.5868E-07
Standard Deviation [W],8.5608E-07
Ratio,---

--Graph Data--
Time (ms),Power (W)
0.000,2.8074E-08
3.000,1.6659E-08
7.000,1.6354E-06
10.000,1.5741E-06
13.000,1.512E-06
15.000,-9.5649E-09
18.000,-5.9853E-08
21.000,1.4191E-08
23.000,-7.0967E-09
26.000,1.5043E-06
29.000,1.8027E-06
32.000,6.3184E-07
35.000,-4.6895E-08
40.000,-2.8384E-08
43.000,3.0234E-08
46.000,1.1076E-07
48.000,-9.2645E-10
51.000,8.6075E-08
54.000,7.7122E-09
57.000,-8.6393E-09
59.000,1.7039E-06
62.000,1.5808E-06
65.000,1.5003E-06
68.000,-4.32E-09
71.000,8.8235E-08
73.000,-1.7895E-08
76.000,1.2964E-06
79.000,2.4502E-06
81.000,1.5808E-06
84.000,-9.8734E-09
87.000,1.2332E-09
89.000,-2.6842E-08
92.000,6.4781E-09
95.000,1.608E-06
97.000,2.4345E-06
100.000,1.2464E-06
103.000,1.4499E-08
105.000,1.4191E-08
108.000,-8.9478E-09
111.000,6.0469E-08
113.000,1.7893E-08
116.000,1.0489E-08
119.000,9.9342E-08
122.000,2.067E-08
126.004,9.8725E-08
130.004,1.2279E-06
133.004,2.3055E-06
136.004,2.0361E-08
139.004,8.4841E-08
142.004,-8.0223E-09
145.004,1.6098E-06
148.004,1.8983E-06
151.004,1.4701E-06
154.004,7.7122E-09
157.004,-2.8384E-08
160.004,-3.0859E-09
163.004,1.3855E-06
166.004,2.0245E-06
168.004,1.3581E-06
171.004,-9.2564E-09
174.004,4.9355E-09
177.004,3.3929E-09
180.004,2.8691E-08
183.004,9.2468E-10
185.004,1.2279E-07
188.004,2.6532E-08
191.004,6.9416E-08
194.004,1.8502E-09
196.004,1.4038E-06
199.004,1.3874E-06
202.004,2.3327E-06
204.004,2.4989E-08
207.004,1.1014E-07
210.004,1.8202E-08
213.004,1.4019E-06
216.004,2.2371E-06
219.004,1.4698E-06
222.004,3.517E-08
225.004,1.0459E-07
228.004,2.7149E-08
231.004,1.4935E-06
233.004,1.3439E-06
236.004,2.055E-06
239.004,2.7766E-08
242.004,1.0428E-07
245.004,2.3138E-08
248.136,6.1696E-09
252.136,-4.1034E-08
256.136,1.3882E-08
259.136,-1.3267E-08
261.136,1.3574E-08
264.136,1.3146E-06
267.136,2.1615E-06
270.136,1.2803E-06
273.136,2.8168E-07
276.136,2.8691E-08
279.136,2.4063E-08
282.136,1.3723E-06
284.136,2.1794E-06
287.136,1.4186E-06
291.136,-1.2033E-08
296.136,9.2546E-09
299.136,1.0743E-06
301.136,1.741E-06
304.136,1.3093E-06
307.136,4.0099E-09
310.136,-8.0223E-09
313.136,7.7122E-09
316.136,9.2468E-10
319.136,5.244E-09
322.136,1.1107E-07
324.136,2.0978E-08
327.136,3.8255E-08
330.136,6.1616E-10
333.136,1.3167E-06
336.136,1.3997E-06
339.136,1.9548E-06
341.136,4.0015E-07
344.136,9.5631E-09
347.136,5.861E-09
350.136,1.355E-06
353.136,1.3606E-06
356.136,2.1174E-06
359.136,-1.882E-08
361.136,-9.5649E-09
364.136,3.1159E-08
367.136,1.401E-06
370.136,1.5895E-06
373.183,2.2914E-06
376.183,-4.0115E-09
380.183,2.4673E-09
383.183,9.2546E-09
386.183,3.0851E-08
