Optical Power Monitor 3.1.3778.562

Power Meter,PM100USB
Power Meter SN,P2001190
Sensor,S120C
Sensor SN,220803517
Sensor Type,Photodiode
Wavelength,635 nm
Range,Auto,range changed during the measurement.

Start of Measurement,8/12/2022 12:21:50
Elapsed Time,00:00:59:997
Samples,20215

--Statistics--
Minimum [W],-2.4712E-07
Maximum [W],2.8575E-06
Mean [W],6.7617E-07
Standard Deviation [W],8.7864E-07
Ratio,---

--Graph Data--
Time (ms),Power (W)
0.000,1.8545E-06
3.000,8.9461E-09
5.000,2.2212E-08
8.000,2.2829E-08
11.000,-3.0859E-09
14.000,7.7122E-09
17.000,-6.8492E-08
19.000,2.5606E-08
22.000,2.0053E-08
25.000,1.0397E-07
28.000,1.7132E-06
31.000,1.5086E-06
34.000,2.5048E-06
37.000,3.9243E-07
40.000,1.7893E-08
45.000,3.0542E-08
48.000,1.861E-06
51.000,1.6512E-06
53.000,1.5404E-06
56.000,-4.1959E-08
59.000,1.7276E-08
62.000,1.2332E-09
65.000,1.1344E-06
68.000,1.4664E-06
70.000,2.3049E-06
73.000,-4.1342E-08
76.000,-1.5435E-09
78.000,-2.4682E-08
81.000,1.1723E-08
84.000,-6.1793E-10
87.000,1.0797E-08
90.000,1.2648E-08
93.000,-4.6285E-09
94.578,1.3574E-08
99.578,2.2818E-06
101.578,2.6628E-06
104.578,-1.3884E-08
107.578,2.1588E-09
110.578,4.3184E-09
113.578,1.1933E-06
116.578,1.4488E-06
119.578,1.3896E-06
121.578,2.0978E-08
124.578,2.1595E-08
127.578,4.0106E-08
130.578,1.9375E-06
132.578,1.1511E-06
136.578,2.022E-06
139.578,-1.0182E-08
141.578,8.6376E-09
144.578,1.5417E-09
147.578,-2.098E-08
150.578,9.9033E-08
153.578,1.0829E-07
155.578,-6.6023E-08
158.578,7.9288E-08
161.578,-2.4374E-08
164.578,2.8383E-08
167.578,1.9992E-06
169.578,1.5355E-06
172.578,2.681E-06
175.578,-8.6393E-09
178.578,5.4915E-08
181.578,8.8852E-08
184.578,1.7521E-06
187.578,1.5099E-06
190.578,1.2686E-06
193.578,1.0459E-07
195.578,-3.3944E-09
198.578,1.7326E-06
201.578,1.5787E-06
204.578,1.2171E-06
206.578,1.9378E-06
209.578,2.4372E-08
212.578,4.9355E-09
215.578,3.3627E-08
219.841,5.244E-09
223.841,2.5606E-08
228.841,1.851E-08
231.841,1.2648E-08
234.841,1.9202E-06
237.841,1.7567E-06
240.841,1.8119E-06
243.841,1.5117E-08
246.841,1.2031E-08
249.841,2.5298E-08
252.841,1.5392E-06
255.841,2.6486E-06
257.841,1.3134E-06
260.841,1.234E-08
263.841,-1.049E-08
266.841,1.7585E-08
269.841,1.4306E-06
272.841,1.5164E-06
275.841,1.4673E-06
278.841,1.6351E-08
281.841,2.684E-08
284.841,-8.3308E-09
287.841,2.3446E-08
290.841,3.5787E-08
293.841,8.9461E-09
298.841,8.0207E-09
301.841,3.0843E-09
304.841,2.1951E-06
306.841,1.8662E-06
309.841,1.5272E-06
311.841,2.6532E-08
314.841,2.5298E-08
317.841,1.2957E-08
320.841,1.4272E-06
323.841,1.9495E-06
326.841,1.3439E-06
329.841,7.0951E-09
332.841,1.6351E-08
335.841,2.2212E-08
338.841,2.1062E-06
341.841,1.1523E-06
344.841,2.3003E-06
347.778,1.7893E-08
352.778,-6.2321E-08
354.778,1.4808E-08
357.778,2.4673E-09
360.778,-2.098E-08
363.778,2.7766E-08
366.778,2.8074E-08
369.778,2.684E-08
372.778,1.8687E-06
375.778,1.5068E-06
378.778,1.9739E-06
381.778,8.0831E-08
384.778,2.2521E-08
387.778,1.234E-08
391.778,2.6736E-06
